date,reported_cases,symptom_rate,testing_volume
2024-08-27,159.0,0.47054252998199364,1495.0
2024-08-28,172.0,0.44989700694048174,1461.0
2024-08-29,145.0,0.4250405086382712,1341.0
2024-08-30,133.0,0.42301202770642926,1412.0
2024-08-31,123.0,0.40768600742270866,1462.0
2024-09-01,151.0,0.43925780784304014,1446.0
2024-09-02,151.0,0.4541825452063393,1487.0
2024-09-03,153.0,,1539.0
2024-09-04,158.0,0.48705975244523975,1490.0
2024-09-05,,0.5137044940161737,
2024-09-06,,0.4840747572644403,1383.0
2024-09-07,136.0,0.3513114883888133,1371.0
2024-09-08,138.0,0.30150247844070655,1426.0
2024-09-09,150.0,,1494.0
2024-09-10,156.0,0.3916882991241939,1465.0
2024-09-11,156.0,0.45243611232482644,1459.0
2024-09-12,142.0,0.3941280674354271,1454.0
2024-09-13,143.0,0.3449595670749116,1440.0
2024-09-14,,0.4510910616830864,1310.0
2024-09-15,146.0,0.46561783166247506,1276.0
2024-09-16,,,1402.0
2024-09-17,,0.3289416578992579,1407.0
2024-09-18,144.0,0.434823698468375,1451.0
2024-09-19,146.0,0.4706854574700609,1442.0
2024-09-20,138.0,,1382.0
2024-09-21,141.0,0.43164745972334323,1450.0
2024-09-22,120.0,0.4253561196502314,1403.0
2024-09-23,154.0,0.470503036518516,1440.0
2024-09-24,,,1494.0
2024-09-25,147.0,,1415.0
2024-09-26,137.0,0.5093853707446966,1496.0
2024-09-27,123.0,0.424055187225641,
2024-09-28,,0.4195757752204274,1406.0
2024-09-29,133.0,,1328.0
2024-09-30,130.0,0.4178358874404245,1342.0
2024-10-01,137.0,0.4111767137282353,
2024-10-02,147.0,0.4504116948079049,1486.0
2024-10-03,157.0,0.5336037581301277,1395.0
2024-10-04,133.0,0.3618481471919601,
2024-10-05,117.0,,1424.0
2024-10-06,129.0,0.4966032054066385,1317.0
2024-10-07,136.0,0.42799535460394517,1498.0
2024-10-08,124.0,0.42042475095812304,
2024-10-09,147.0,0.5095157706354183,1495.0
2024-10-10,140.0,0.41619909559770574,1419.0
2024-10-11,139.0,,
2024-10-12,142.0,0.4517603726859643,1336.0
2024-10-13,138.0,,
2024-10-14,135.0,0.5447884875863521,1413.0
2024-10-15,136.0,0.4220541802024903,
2024-10-16,167.0,0.4930868433276183,1495.0
2024-10-17,141.0,0.459906040066412,1405.0
2024-10-18,132.0,0.49245334573154476,1375.0
2024-10-19,126.0,0.49440117741688194,1309.0
2024-10-20,129.0,0.42156797340832336,1240.0
2024-10-21,134.0,0.3977137218673062,1397.0
2024-10-22,138.0,0.4738000719611516,1565.0
2024-10-23,140.0,0.42055784470108615,1493.0
2024-10-24,,0.544072311883957,1425.0
2024-10-25,126.0,0.4326545862772802,1369.0
2024-10-26,119.0,0.39652107847647233,1355.0
2024-10-27,127.0,0.4276633197098189,1390.0
2024-10-28,132.0,0.36648983936966906,1342.0
2024-10-29,153.0,0.40068230135020155,1496.0
2024-10-30,122.0,0.5129258470474511,1485.0
2024-10-31,146.0,0.40901977402059453,1457.0
2024-11-01,139.0,0.37194380905058483,1399.0
2024-11-02,106.0,0.4400813321299805,1350.0
2024-11-03,122.0,0.4761760506112618,1392.0
2024-11-04,129.0,0.46825535784094563,1427.0
2024-11-05,129.0,0.4975269260275635,1418.0
2024-11-06,135.0,0.4135269356832953,
2024-11-07,127.0,0.3692354930936106,1422.0
2024-11-08,141.0,0.4978175792439946,1450.0
2024-11-09,129.0,,1283.0
2024-11-10,133.0,0.40281073051689803,1280.0
2024-11-11,137.0,0.4971789378616837,1401.0
2024-11-12,129.0,0.4739975806688442,1433.0
2024-11-13,136.0,0.4726226171773872,1448.0
2024-11-14,,0.5470376821372954,1424.0
2024-11-15,116.0,0.38903652358875157,1357.0
2024-11-16,126.0,0.456563777830755,1415.0
2024-11-17,120.0,,1269.0
2024-11-18,126.0,0.442660383173932,1346.0
2024-11-19,143.0,0.5210710399809761,1421.0
2024-11-20,142.0,0.4736815548493265,1353.0
2024-11-21,130.0,,1399.0
2024-11-22,133.0,,1446.0
2024-11-23,110.0,,1337.0
2024-11-24,125.0,0.370314974895777,1356.0
2024-11-25,132.0,0.375451847991256,1320.0
2024-11-26,133.0,0.34479132765308795,1391.0
2024-11-27,140.0,0.5495616619933998,1412.0
2024-11-28,121.0,0.380550223529234,1387.0
2024-11-29,130.0,,1423.0
2024-11-30,115.0,0.3932541833553241,1359.0
2024-12-01,,0.4261073316147208,1284.0
2024-12-02,,0.466940706780811,1391.0
2024-12-03,128.0,0.48459437000141375,
2024-12-04,,0.4160589720294753,1483.0
2024-12-05,117.0,0.4258160945875361,1477.0
2024-12-06,126.0,0.4307260480167891,1303.0
2024-12-07,105.0,0.3931218305021312,1286.0
2024-12-08,131.0,0.4895658139868039,1273.0
2024-12-09,108.0,0.4491641321972972,1362.0
2024-12-10,146.0,0.47677612334745584,1436.0
2024-12-11,136.0,0.4768184458528313,1471.0
2024-12-12,128.0,0.49130741161266134,1390.0
2024-12-13,115.0,0.4241096668890979,1334.0
2024-12-14,117.0,0.3391763278750547,1329.0
2024-12-15,115.0,0.4276444712349748,1289.0
2024-12-16,132.0,0.3905090783873316,1474.0
2024-12-17,,,1327.0
2024-12-18,134.0,0.4714541218187538,1426.0
2024-12-19,124.0,,1490.0
2024-12-20,117.0,0.4145837062522541,1345.0
2024-12-21,115.0,0.41792111436433366,1308.0
2024-12-22,100.0,0.491232359340643,1308.0
2024-12-23,,0.43357612051288996,1356.0
2024-12-24,135.0,0.5670394666770616,1472.0
2024-12-25,,0.4688729416241148,1301.0
2024-12-26,124.0,0.34151865770368117,1461.0
2024-12-27,116.0,0.4496487469322161,1269.0
2024-12-28,113.0,0.41999892144006284,
2024-12-29,108.0,0.46907078827455695,1300.0
2024-12-30,,0.4536590675634979,
